session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
4564,85,148,67,72,15,15,2,141,15,112,50
4565,15,37,23,23,6,3,2,85,52,80,50
4566,2,4,2,4,15,15,2,21,27,3,50
4567,30,6,10,33,9,4,37,23,23,2,50
4568,31,175,175,283,221,52,296,283,175,2,50
4569,175,283,296,175,304,296,85,497,372,2,50
4570,2046,515,2427,2046,2360,2427,52,372,2,2804,50
4571,2360,2804,372,4,2,119,2,10,30,3,50
4572,33,9,2,2928,2928,30,33,3,2,213,50
4573,9,28,6,9,9,37,23,3977,209,9,50
4574,9,37,23,9,4,2,15,72,15,27,50
4575,21,10,3,9,4,67,23,37,23,141,50
4576,15,112,72,15,67,80,85,52,15,3,50
4577,837,2832,31,837,837,13,837,13,2525,38,50
4578,1931,2,3,2498,38,13,38,67,19,38,50
4579,19,13,19,837,1931,85,1366,790,85,1366,50
4580,221,85,297,244,837,837,1954,1366,837,1366,50
4581,837,1366,1954,1366,1366,837,837,1954,31,1954,50
4582,1931,37,23,15,72,15,15,2,4,15,50
4583,15,466,2,15,37,23,23,23,2,52,50
4584,1579,52,15,2,52,1579,52,80,5,297,50
4585,80,15,2403,1800,4787,1800,2059,2059,2059,2059,50
4586,2,5,27,21,30,10,33,3234,1579,6,50
4587,2,2,112,6,141,2,3,80,9,5,50
4588,3,27,10,4,21,2,2,1392,227,1392,50
4589,2,1392,1182,706,1392,1392,1392,2,52,52,50
4590,15,52,80,1579,52,2403,1800,1800,3234,1579,50
4591,3,2,37,23,37,23,23,209,2,15,50
4592,72,15,15,2,1932,2,112,141,30,51,50
4593,6,9,24,4,28,3,21,27,934,10,50
4594,1559,2,1559,1559,1559,1559,42,42,878,42,50
4595,708,1502,1525,878,708,5,878,18,708,17,50
4596,5,878,708,708,708,708,708,708,708,878,50
4597,878,878,878,878,878,878,17,5,1525,18,50
4598,708,708,708,708,708,5,708,3,2,878,50
4599,763,803,878,17,18,5,1525,121,125,29,50
4600,35,42,708,102,42,1640,2,1640,1640,1640,50
4601,1640,107,221,85,67,102,37,23,23,2,50
4602,4,23,213,1383,1383,2732,2,2732,1788,1383,50
4603,4793,1383,2,4402,2,443,295,476,443,443,50
4604,295,476,443,443,443,443,125,2,42,121,50
4605,35,29,2,10,1383,27,21,33,3636,37,50
4606,23,10,3,30,1383,15,72,2,49,66,50
4607,49,66,66,49,2,49,31,221,515,175,50
4608,283,283,175,296,52,372,24,9,85,497,50
4609,2,2943,2360,2167,2943,2427,52,372,119,6,50
4610,2,119,24,9,4,60,574,31,148,39,50
4611,39,67,72,15,1360,244,2,1360,1360,1360,50
4612,67,80,6,2,3,23,37,52,2229,810,50
4613,2229,810,85,810,810,1015,357,357,510,913,50
4614,913,913,913,913,913,913,913,913,913,810,50
4615,913,913,810,1015,1015,1015,37,23,285,285,50
4616,285,285,285,285,285,285,285,285,285,285,50
4617,285,285,285,285,285,285,285,285,285,285,50
4618,285,285,285,285,285,285,285,285,285,285,50
4619,285,285,285,285,285,285,285,285,285,285,50
4620,285,285,285,285,285,285,285,285,285,285,50
4621,285,285,285,285,285,60,60,267,39,39,50
4622,67,67,15,72,574,905,905,203,130,22,50
4623,492,905,905,905,905,5,130,1062,905,53,50
4624,22,22,905,531,203,905,85,107,957,107,50
4625,53,2110,653,1343,1765,2386,1765,1650,1638,2386,50
4626,2191,1650,201,1638,2110,1765,2001,3673,1343,2191,50
4627,1638,2386,1650,1343,4111,171,1650,31,17,18,50
4628,15,44,3,1249,1343,5,1638,1343,1343,1765,50
4629,2191,1638,1765,201,2110,1650,18,171,17,171,50
4630,1343,67,20,839,227,650,839,280,2212,839,50
4631,650,709,20,22,37,23,23,905,535,6,50
4632,80,905,1007,3,3,3,3,3,3,3,50
4633,3,3,3,3,3,3,3,3,3,3,50
4634,3,3,3,3,3,3,3,3,3,3,50
4635,3,3,3,3,3,3,3,3,3,3,50
4636,3,3,3,3,3,3,3,3,3,3,50
4637,3,3,3,3,3,3,3,3,3,3,50
4638,3,3,3,3,3,3,3,3,3,3,50
4639,3,3,3,3,3,3,3,3,3,3,50
4640,3,3,3,3,3,3,3,3,3,3,50
4641,3,3,3,3,3,3,3,3,3,1007,50
4642,3,3,3,3,3,3,3,3,3,3,50
4643,3,3,3,3,3,3,3,3,3,3,50
4644,3,3,3,3,3,3,3,3,3,3,50
4645,3,3,3,3,3,3,3,3,3,3,50
4646,3,3,3,3,3,3,3,3,3,3,50
4647,3,3,3,3,3,3,3,3,3,3,50
4648,3,3,3,3,3,3,3,3,3,3,50
4649,3,3,3,3,3,3,3,3,3,3,50
4650,3,3,3,3,3,3,3,3,3,3,50
4651,3,3,3,3,3,3,3,3,3,3,50
4652,3,3,3,3,3,3,3,3,3,3,50
4653,3,3,3,3,3,3,3,3,3,3,50
4654,3,3,3,3,3,3,3,3,3,3,50
4655,3,3,3,3,3,3,3,3,3,3,50
4656,3,3,3,3,3,3,3,3,3,3,50
4657,3,3,3,3,3,3,3,3,3,3,50
4658,3,3,3,3,3,3,3,3,3,3,50
4659,3,3,3,3,3,3,3,3,3,3,50
4660,3,3,3,3,3,3,3,3,3,3,50
4661,3,3,3,3,3,3,3,3,3,3,50
4662,3,3,1430,44,2563,3,17,18,2563,2,50
4663,5,5,203,531,2563,52,23,37,905,1007,50
4664,3,3,3,3,3,3,3,3,3,3,50
4665,3,3,3,3,3,3,3,3,3,3,50
4666,3,3,3,3,3,3,3,3,3,3,50
4667,3,3,3,3,3,3,3,3,3,3,50
4668,3,3,3,3,3,3,3,3,3,3,50
4669,3,3,3,3,3,3,3,3,3,3,50
4670,3,3,3,3,3,3,3,3,3,3,50
4671,3,3,3,3,3,3,3,3,3,3,50
4672,3,3,3,3,3,3,3,3,3,3,50
4673,3,3,3,3,3,3,3,3,3,3,50
4674,3,1007,3,3,3,3,3,3,3,3,50
4675,3,3,3,3,3,255,85,23,37,23,50
4676,141,72,112,15,15,23,37,23,37,23,50
4677,37,23,37,37,23,23,15,72,15,2,50
4678,2188,2188,3,6,213,2,37,23,23,2188,50
4679,15,72,15,815,15,15,15,37,23,23,50
4680,21,27,934,30,3,10,33,39,24,6,50
4681,39,9,9,221,80,52,52,3714,51,31,50
4682,9,148,37,23,9,51,9,9,37,23,50
4683,23,4,9,37,23,23,4,39,39,60,50
4684,60,267,39,39,60,39,39,611,31,611,50
4685,39,39,192,81,164,160,312,167,183,164,50
4686,160,61,466,2,2,6,3,2,3746,2,50
4687,4049,6,3,2,2,170,101,73,43,1014,50
4688,170,101,146,3002,604,3230,3910,5,81,170,50
4689,101,31,146,3002,4720,44,146,17,798,5,50
4690,18,6,126,101,798,53,798,6,6,10,50
4691,6,6,3511,170,2,61,61,553,61,41,50
4692,10,556,220,220,146,170,146,170,170,146,50
4693,60,60,60,60,267,39,39,67,15,72,50
4694,15,2,2,4,15,15,67,15,2,21,50
4695,112,141,23,37,23,27,30,3,10,33,50
4696,6,51,24,80,9,4,60,60,60,267,50
4697,67,67,15,574,72,209,67,39,52,535,50
4698,85,39,255,192,466,2,2,3,6,2,50
4699,3,6,43,209,2,2,2,1502,17,5,50
4700,18,44,22,1468,2,1468,20,20,90,5,50
4701,388,108,692,2,146,118,17,20,18,118,50
4702,5,44,146,90,108,22,101,5,118,90,50
4703,406,5,3,692,20,90,118,692,17,5,50
4704,3,1468,18,90,118,90,5,31,20,108,50
4705,90,118,5,561,31,20,108,118,5,692,50
4706,18,196,90,22,90,406,6,20,2,2,50
4707,2,17,2,5,18,22,1468,20,20,17,50
4708,18,1468,5,5,1468,18,17,5,2,130,50
4709,2965,2,20,17,18,492,2965,4334,130,1062,50
4710,650,5,3,53,650,20,53,6,869,869,50
4711,4467,869,2,2,3,1667,2,1667,3,1667,50
4712,2207,2,2207,2207,1667,1667,1063,548,299,411,50
4713,1313,411,548,299,31,411,2723,1950,1950,1770,50
4714,1401,2446,2605,3,2,2202,2822,3027,1401,854,50
4715,31,2175,1262,1770,1262,201,1401,3178,2175,3965,50
4716,1770,1915,5,1262,1558,211,4893,1262,201,1915,50
4717,3016,193,5,22,2043,2043,3,193,2980,2,50
4718,2623,3043,2725,20,203,1165,1165,1165,203,3109,50
4719,20,203,1165,299,1313,411,299,548,31,466,50
4720,2,2,6,3,2,6,2,3,1453,2345,50
4721,1453,2345,1453,2345,1453,1453,411,299,299,548,50
4722,411,1063,4848,31,548,2019,2723,1950,1950,2289,50
4723,2289,2605,2446,2289,854,31,2202,1401,2446,1770,50
4724,2822,2175,201,1770,1401,854,1915,1262,3178,3027,50
4725,201,1401,1262,22,5,2043,3016,193,1915,193,50
4726,2980,2,3,2043,2623,2988,2988,2725,3043,20,50
4727,20,203,1165,1165,203,1165,43,203,3109,1262,50
4728,2869,2721,4517,2721,203,2869,2202,1165,411,299,50
4729,411,299,1271,299,31,1193,299,1271,411,1271,50
4730,1936,1271,1936,2,2,2,1973,2,1973,1973,50
4731,22,2,1060,118,90,388,108,692,1368,1688,50
4732,22,1146,1233,5,1146,108,5,90,108,84,50
4733,73,44,5,90,84,22,18,17,101,406,50
4734,1973,2105,20,2105,20,151,31,6,20,5,50
4735,2105,406,151,118,20,2,31,6,118,108,50
4736,692,146,5,22,17,18,90,44,5,108,50
4737,118,561,5,108,22,118,108,5,5,18,50
4738,17,406,20,20,20,6,20,6,6,10,50
4739,6,406,20,20,6,90,10,6,2,2,50
4740,2,104,3,1807,2,1807,136,104,2,2871,50
4741,1807,1807,2,1453,2871,3168,2,2,3,31,50
4742,59,59,2,15,72,15,85,69,2477,2477,50
4743,2477,80,6,2,3100,3,85,52,31,3,50
4744,2574,2,130,6,3,22,2574,44,18,17,50
4745,3,107,53,15,2574,5,664,664,20,3,50
4746,2,6,10,2,141,112,15,3,2,2,50
4747,3,31,59,31,59,3,136,59,5,5,50
4748,2,2432,2432,2432,2,104,2010,3,2010,2010,50
4749,104,2612,2,2612,247,128,15,261,261,174,50
4750,2,2010,59,3,59,59,59,344,514,59,50
4751,251,59,3,2,3,4,2,15,2,3,50
4752,6,21,4,10,3,72,15,2,36,3,50
4753,92,36,158,3,3,87,204,3,347,87,50
4754,3,36,36,158,92,36,85,85,221,36,50
4755,105,3,2,60,60,60,60,39,39,80,50
4756,67,67,15,72,15,52,15,5,15,107,50
4757,15,572,744,572,744,5,572,744,572,20,50
4758,23,37,23,9,6,22,10,31,9,2,50
4759,3,80,72,15,108,90,118,2,388,90,50
4760,22,5,108,15,221,17,5,52,108,90,50
4761,107,44,101,22,18,118,90,20,3,52,50
4762,2,3206,3095,3206,3095,31,2,175,31,296,50
4763,515,52,283,175,296,372,3,9,23,37,50
4764,23,2,119,572,3,345,744,345,345,744,50
4765,345,345,345,2,3,572,572,572,4813,744,50
4766,22,5,3,572,31,572,22,572,3,572,50
4767,572,20,572,3,107,744,572,664,3,9,50
4768,2,830,2,830,213,3,9,2,37,23,50
4769,23,2,2046,2046,52,2167,372,119,119,3,50
4770,213,9,2,2,2,2,36,3,36,3,50
4771,158,92,2296,261,112,2296,67,2296,299,548,50
4772,1063,299,411,31,299,548,411,828,828,299,50
4773,411,299,299,828,411,2,105,299,411,299,50
4774,828,85,23,37,15,3,3,3,443,295,50
4775,443,476,443,295,443,541,443,443,80,1681,50
4776,3778,1681,1681,1681,1681,52,3523,289,127,127,50
4777,127,2406,72,15,15,37,23,23,23,6,50
4778,3,2,85,141,15,112,15,52,52,2,50
4779,22,1573,1573,5,22,44,18,107,15,3,50
4780,17,15,20,3196,2,520,520,520,2,52,50
4781,520,520,520,31,2,175,282,175,283,52,50
4782,296,85,497,6,10,372,3,119,2,175,50
4783,2,175,515,296,175,2,296,175,2487,2487,50
4784,2487,119,119,119,60,60,60,60,39,39,50
4785,255,39,39,80,67,67,72,15,574,37,50
4786,23,23,67,221,15,52,535,15,80,15,50
4787,80,4477,31,3,37,23,148,0,0,0,50
4788,60,60,267,39,39,69,162,69,67,67,100
4789,72,15,209,574,535,23,37,23,80,85,100
4790,52,37,23,37,23,23,39,39,69,69,100
4791,162,69,69,162,39,69,162,39,39,81,100
4792,164,312,164,167,183,160,160,167,61,81,100
4793,43,39,39,67,209,3,2,15,72,15,100
4794,37,23,4,2,15,15,15,15,15,2,100
4795,21,27,934,30,6,3,10,33,9,80,100
4796,85,52,9,9,23,37,23,9,6,9,100
4797,9,60,60,267,69,162,69,39,39,67,100
4798,69,69,162,15,72,3,2,15,15,573,100
4799,573,209,3,2,2,37,23,23,573,573,100
4800,2,6,3,2,9,80,85,52,9,9,100
4801,23,37,23,9,9,39,39,39,67,2116,100
4802,13,38,38,72,15,38,19,13,1,38,100
4803,15,13,38,19,13,1,37,23,23,23,100
4804,38,19,13,19,38,7,19,38,13,1,100
4805,13,38,7,1,13,1,13,405,1,1,100
4806,15,141,112,1,1,1,1,1,1,1,100
4807,15,1,1,9,19,3,15,13,1,2,100
4808,1315,706,227,119,1697,1315,1315,1315,1315,1,100
4809,44,1315,18,17,1315,5,1,80,1,1,100
4810,1,1,1,1,85,6,9,3,2,1,100
4811,1,1,2,1056,278,401,576,280,854,3173,100
4812,227,2682,278,3173,308,227,571,1200,3062,401,100
4813,221,278,1056,571,2682,278,15,571,1,1,100
4814,1,52,705,1,1,1,576,278,19,1,100
4815,19,38,13,1,1,2,6,10,3,2,100
4816,2,4817,3850,208,801,500,2957,3,500,208,100
4817,673,612,801,3,685,208,3,685,2957,3,100
4818,208,586,546,586,499,499,546,586,546,499,100
4819,749,586,546,749,499,499,546,586,749,546,100
4820,586,499,77,2,25,25,25,25,25,25,100
4821,77,673,496,580,10,213,3,2,6,3,100
4822,1791,2,1791,1,19,38,14,13,1,13,100
4823,1,1,1,1791,1791,1,1,1,1,2,100
4824,1523,1523,1523,1523,1523,1523,1,1,1,1,100
4825,3,9,2,1,1,19,13,1,1,1,100
4826,6,1,13,152,7,1,19,3,38,7,100
4827,13,19,152,13,38,1,13,13,14,38,100
4828,19,1,13,19,7,1,6,9,15,37,100
4829,23,23,23,23,23,23,23,23,23,23,100
4830,3,2,19,13,38,19,13,8,1,13,100
4831,13,19,1,13,13,19,13,1,13,19,100
4832,38,14,14,13,1,13,7,13,1,19,100
4833,152,13,628,718,201,628,718,969,628,201,100
4834,628,718,969,718,201,969,718,969,718,969,100
4835,4174,1673,2,2,1382,1382,969,718,628,969,100
4836,201,628,718,183,160,81,312,164,167,160,100
4837,167,164,183,81,43,9,19,6,13,38,100
4838,152,19,7,1,13,718,201,718,969,7,100
4839,13,38,152,13,1,13,13,13,19,13,100
4840,1,13,19,38,15,19,38,13,1,14,100
4841,13,19,38,152,13,1,13,13,19,11,100
4842,1,13,13,19,13,1,13,14,19,38,100
4843,1,19,13,14,13,1,13,1,1,1,100
4844,1673,1,1,1,2,1,13,19,1,1,100
4845,19,13,1,19,19,152,11,1,19,13,100
4846,13,19,546,1382,1382,9,2,2994,2,2,100
4847,67,85,52,370,3,3151,370,370,370,19,100
4848,15,370,370,370,208,2,4124,4496,612,3448,100
4849,3562,3,208,15,637,15,637,637,1373,2,100
4850,1373,1373,1373,1373,1373,3,9,6,77,3558,100
4851,10,208,2,9,3,1470,2,3078,2651,2651,100
4852,3,1470,1470,2,1569,2,3,1569,1569,1569,100
4853,1569,2,330,2,632,3,430,5,64,599,100
4854,330,107,330,107,64,64,664,20,2,3244,100
4855,3244,4860,4172,3681,4704,61,1713,61,343,3,100
4856,2,669,669,669,2,330,3,632,430,64,100
4857,5,106,3614,240,64,516,2839,246,64,20,100
4858,2,335,104,136,335,104,3,104,335,5,100
4859,37,23,23,23,10,213,3,2,9,23,100
4860,37,23,15,2,3,72,3,3,6,3,100
4861,9,2,9,23,37,9,9,9,9,209,100
4862,37,23,23,2,136,1293,616,1599,104,666,100
4863,666,136,3,2,9,10,9,9,9,60,100
4864,60,267,39,39,39,39,39,69,69,162,100
4865,67,72,112,15,141,15,37,23,23,80,100
4866,85,52,37,23,23,37,23,37,37,23,100
4867,60,60,267,39,39,67,15,72,15,15,100
4868,15,2,330,430,3,64,5,632,599,330,100
4869,330,107,15,107,1665,106,240,543,297,330,100
4870,64,64,23,37,23,20,664,80,6,343,100
4871,85,3,9,213,2,49,49,52,2,67,100
4872,15,2,599,3,72,15,15,2,2524,3,100
4873,2524,13,38,15,2524,38,2,3,2,870,100
4874,870,227,2780,289,31,1912,1117,870,127,3,100
4875,106,127,173,173,516,240,127,870,5,22,100
4876,2061,107,20,995,119,870,870,289,870,3,100
4877,127,790,127,23,37,127,23,870,5,22,100
4878,2061,870,2,744,22,3,572,5,572,2726,100
4879,20,39,3,9,10,80,6,2,39,85,100
4880,572,3,572,15,2,3,599,72,15,15,100
4881,23,37,23,52,9,6,3,2,2,39,100
4882,573,573,573,3,2,870,2,227,870,2780,100
4883,289,31,870,127,3,1912,127,127,127,80,100
4884,2061,22,870,107,15,107,20,5,209,3,100
4885,2,2726,6,10,9,2,9,60,60,267,100
4886,39,39,80,85,52,39,39,39,67,15,100
4887,72,52,3911,4173,4278,15,85,2399,653,2422,100
4888,15,2,3,599,2422,15,2422,2581,1031,2581,100
4889,3814,2399,2399,37,23,23,31,6,2,3,100
4890,3,573,3,213,2,80,3,39,60,60,100
4891,267,39,60,60,267,67,69,162,69,15,100
4892,72,3,3,15,67,2,791,54,142,54,100
4893,791,52,86,54,39,37,23,23,3,6,100
4894,2,80,85,52,23,37,23,39,255,23,100
4895,37,23,39,39,67,67,80,85,52,60,100
4896,60,267,67,67,15,72,574,37,23,23,100
4897,67,535,15,15,39,39,255,2,1826,3,100
4898,801,500,208,15,2,31,208,3,208,500,100
4899,3,15,15,2179,2519,2363,80,85,208,10,100
4900,6,3,213,52,2,597,2,477,279,1560,100
4901,1024,3,879,963,2,704,250,279,1000,879,100
4902,225,704,279,136,3,5,2540,757,279,2463,100
4903,1310,858,757,4017,4852,1310,2463,2463,1310,1310,100
4904,1310,757,3,623,2,757,6,10,2,1310,100
4905,1310,3,2,666,104,3,666,616,1599,666,100
4906,136,666,666,251,37,23,3,3,2,59,100
4907,31,59,136,59,52,59,52,59,2,1382,100
4908,6,1382,1775,616,2,1775,1775,1775,1775,3,100
4909,2,483,483,483,483,1776,2,1776,483,6,100
4910,10,2,669,669,669,669,669,669,669,669,100
4911,85,1768,2,2,15,388,108,118,2,5,100
4912,90,108,5,22,101,90,44,5,17,18,100
4913,107,118,20,1768,31,6,10,2,3,2,100
4914,59,136,3,2,597,597,2,2,2814,2814,100
4915,2,1192,1192,1192,1192,2,118,90,108,692,100
4916,388,561,623,90,5,108,561,5,22,90,100
4917,5,90,561,5,22,108,44,17,18,5,100
4918,561,17,3261,3386,18,4497,3351,20,599,3,100
4919,2,3,2,15,37,23,23,6,2,3,100
4920,10,21,4,2,998,31,998,5,1224,22,100
4921,6,280,998,998,22,3101,151,998,998,20,100
4922,2,1858,1858,2,1385,1385,1385,1385,1385,1385,100
4923,6,10,2,1342,2,1342,2,2,2735,17,100
4924,5,44,2735,3773,18,3,2,2,963,704,100
4925,279,225,704,304,963,1077,1077,279,3,2540,100
4926,704,963,1077,963,704,225,279,3,704,963,100
4927,704,225,963,3,2206,279,225,193,2,118,100
4928,108,90,221,52,108,22,5,18,90,17,100
4929,5,20,6,2,4739,3,213,2,60,60,100
4930,267,39,39,67,67,80,85,52,60,60,100
4931,267,39,209,72,15,15,15,15,37,23,100
4932,23,30,3,10,33,39,9,6,80,9,100
4933,4,67,599,3,2,15,72,15,67,209,100
4934,15,15,37,23,15,23,23,15,69,162,100
4935,69,2,85,39,30,6,9,3,10,33,100
4936,52,80,9,37,23,23,9,9,6,141,100
4937,15,112,9,6,4,37,23,23,37,23,100
4938,23,23,37,23,69,69,162,209,72,15,100
4939,15,15,15,39,6,9,33,3,30,10,100
4940,4,69,69,162,39,60,60,267,39,39,100
4941,69,162,69,255,60,60,60,267,67,209,100
4942,599,3,2,15,72,15,67,15,15,15,100
4943,15,2116,38,15,38,13,19,13,19,38,100
4944,38,1,13,638,13,3,7,152,19,38,100
4945,1,718,628,718,201,718,628,969,718,628,100
4946,201,969,23,37,141,112,1673,2,21,27,100
4947,934,3,30,10,39,33,51,78,6,2465,100
4948,9,24,80,85,52,9,39,4,357,357,100
4949,510,15,72,15,15,2,3,15,3,30,100
4950,33,2,597,597,6,24,37,23,9,2,100
4951,9,9,23,37,23,9,4,37,23,9,100
4952,23,37,9,9,9,37,23,4,9,60,100
4953,60,60,60,267,39,39,39,39,67,209,100
4954,81,3000,37,23,67,39,72,15,15,15,100
4955,15,15,15,141,112,934,27,21,30,3,100
4956,10,9,33,6,80,85,52,52,9,9,100
4957,3,704,2,1000,963,704,279,477,3,879,100
4958,1211,1024,1560,250,704,225,279,3,1077,757,100
4959,1077,23,37,5,23,251,757,858,757,2152,100
4960,3250,3114,3250,2152,4733,757,3,3114,15,247,100
4961,623,757,73,261,174,2152,2,3,10,6,100
4962,2,618,618,618,618,618,618,618,618,618,100
4963,618,618,618,618,618,618,618,618,618,618,100
4964,618,618,22,2,799,799,799,799,67,22,100
4965,40,799,107,799,52,20,40,799,799,799,100
4966,46,151,22,3,9,46,2,464,429,40,100
4967,46,799,799,799,799,799,799,3,2627,2,100
4968,2627,2,3153,3153,3078,40,3,213,9,2,100
4969,4,39,39,39,255,209,72,15,15,15,100
4970,37,23,3,30,33,10,510,357,24,6,100
4971,9,6,9,9,23,37,9,9,9,37,100
4972,23,23,23,4,9,9,9,23,37,23,100
4973,9,9,9,23,37,23,4,9,9,9,100
4974,23,37,23,9,9,9,37,23,23,4,100
4975,9,9,9,23,37,23,9,9,9,37,100
4976,23,4,9,39,39,286,286,39,67,209,100
4977,15,72,15,15,15,3,2,599,67,53,100
4978,80,67,52,15,297,282,4,15,52,53,100
4979,53,53,53,53,53,53,304,53,53,53,100
4980,53,53,53,2,23,37,53,53,10,30,100
4981,3,33,6,80,9,53,53,53,53,5,100
4982,53,53,53,53,2,3,85,4,2,9,100
4983,112,15,141,72,15,52,37,23,23,237,100
4984,237,66,49,66,49,15,3,2,2,2075,100
4985,2075,31,44,17,2075,18,2028,15,2075,5,100
4986,2028,5,3246,1284,2028,221,3246,193,52,297,100
4987,2028,5,2,1448,1236,4557,712,872,375,872,100
4988,3,712,1205,375,712,1205,872,712,3,1810,100
4989,2,203,1810,1810,5,225,106,531,203,3667,100
4990,203,240,261,80,112,80,1810,570,15,15,100
4991,15,15,15,10,30,3,33,3,2,6,100
4992,2,3,59,59,136,3,31,59,59,9,100
4993,2,37,23,9,2,44,3,130,1079,1744,100
4994,17,107,18,1744,3,53,22,5,1079,22,100
4995,1079,20,9,2,6,10,53,2,3,2,100
4996,806,52,806,806,983,110,9,143,2,2,100
4997,166,289,1655,1425,501,3039,166,166,1425,1655,100
4998,501,127,17,18,44,127,595,44,18,127,100
4999,6,166,17,52,22,166,5,127,5,5,100
5000,1425,2,188,3273,501,188,2285,2285,2285,188,100
5001,188,20,188,188,188,188,188,188,188,188,100
5002,188,22,188,188,188,188,188,188,188,188,100
5003,188,188,188,188,188,3,30,6,33,9,100
5004,15,72,39,23,37,69,69,69,162,6,100
5005,9,9,221,52,15,52,31,148,4,141,100
5006,112,4,6,3,30,9,15,72,15,15,100
5007,33,9,3,30,4,286,243,243,243,243,100
5008,72,15,15,1804,3,2,1804,1224,1804,3,100
5009,1804,3,37,23,23,2,2660,104,3,2660,100
5010,104,3,9,2,3,2,15,15,15,2,100
5011,30,3,33,9,243,243,243,243,243,243,100
5012,243,243,3,2,9,2,4,286,286,60,100
5013,60,60,60,267,39,39,39,69,162,69,100
5014,69,39,39,39,39,69,162,39,39,39,100
5015,67,15,72,15,69,162,69,67,2,3,100
5016,2,17,3,44,15,18,498,3,15,2,100
5017,498,5,498,498,498,2,2,3689,104,59,100
5018,104,3,136,5,247,213,3,9,2,10,100
5019,6,105,37,23,23,15,15,15,80,85,100
5020,30,9,10,3,33,6,243,2,243,1584,100
5021,2552,243,1584,889,243,286,889,1583,243,2,100
5022,4286,130,15,5,53,3712,130,22,3,17,100
5023,18,3,44,289,107,127,127,175,2,127,100
5024,31,283,52,296,175,52,52,372,20,119,100
5025,119,2,10,105,6,286,286,286,286,286,100
5026,9,255,9,37,23,9,9,9,37,23,100
5027,23,23,4,9,9,9,37,23,23,243,100
5028,243,243,243,243,243,243,9,286,9,9,100
5029,37,23,4,9,286,9,4,39,39,286,100
5030,243,243,243,69,162,69,243,243,243,243,100
5031,243,243,15,72,15,15,60,60,60,267,100
5032,39,286,243,243,69,162,67,15,72,15,100
5033,15,15,15,67,30,6,9,33,10,4,100
5034,3,39,15,72,15,15,286,23,37,23,100
5035,6,3,30,9,33,80,85,52,9,2,100
5036,599,3,141,15,112,221,52,52,9,3,100
5037,2,148,31,2,3,2,2,104,2806,3,100
5038,136,2806,104,5,9,2,2,2,4084,2,100
5039,1777,104,104,1777,221,1435,80,1435,80,15,100
5040,2977,889,889,37,23,1435,23,889,2,3257,100
5041,279,250,279,5,225,757,1152,3257,279,279,100
5042,22,44,130,18,17,477,53,15,5,107,100
5043,1166,136,1928,1000,477,2918,1508,757,858,623,100
5044,477,2058,2797,477,477,1482,1211,477,1024,279,100
5045,20,9,2,10,6,81,3000,2,498,498,100
5046,498,498,498,2,498,681,2280,53,681,498,100
5047,53,498,22,44,130,6,498,18,2,5,100
5048,130,80,22,498,2,17,498,119,498,1182,100
5049,498,498,130,5,498,18,5,53,22,17,100
5050,498,67,498,498,498,498,498,498,498,498,100
5051,119,17,5,130,18,53,22,20,52,46,100
5052,53,22,151,3,9,2,69,162,69,46,100
5053,10,6,46,46,46,46,46,46,46,46,100
5054,3,46,2,46,9,46,46,46,46,37,100
5055,23,23,46,4,72,15,46,46,6,9,100
5056,46,4,46,3,9,2,46,46,46,46,100
5057,46,46,46,9,46,46,46,46,46,46,100
5058,15,15,46,18,5,17,22,46,20,2,100
5059,30,3,33,37,46,23,9,6,46,46,100
5060,46,3,88,2,46,46,237,66,49,46,100
5061,46,6,46,46,46,9,46,46,46,3,100
5062,30,46,33,6,24,9,4,46,46,237,100
5063,49,66,46,2,31,46,59,31,59,59,100
5064,9,46,237,66,237,49,66,49,237,37,100
5065,23,23,2,46,49,66,237,49,66,46,100
5066,2,946,237,237,66,49,237,237,66,66,100
5067,49,49,2,2,3631,46,237,66,66,49,100
5068,49,9,2,2,36,3,92,36,158,3,100
5069,36,3,15,36,72,347,46,204,2,776,100
5070,776,106,776,3154,6,240,46,46,105,3,100
5071,9,2,6,10,46,46,46,46,52,2040,100
5072,2040,2040,2040,46,237,49,66,2909,2909,46,100
5073,3,9,2,46,46,46,46,46,46,46,100
5074,46,46,23,37,23,46,46,46,46,46,100
5075,237,66,49,66,49,46,46,46,46,46,100
5076,15,46,46,30,3,6,33,46,9,4,100
5077,46,46,46,46,46,46,46,46,46,37,100
5078,23,23,46,46,46,46,46,46,46,46,100
5079,46,46,46,46,60,60,60,267,39,39,100
5080,80,67,209,15,72,15,15,15,15,67,100
5081,51,21,33,30,27,3,9,10,934,4,100
5082,6,255,286,286,80,112,72,15,141,221,100
5083,52,52,23,37,23,31,148,85,69,69,100
5084,162,52,66,237,49,49,66,237,49,66,100
5085,237,66,49,66,49,60,60,60,60,267,100
5086,286,80,67,141,15,72,112,15,23,37,100
5087,23,39,221,52,52,67,39,255,31,148,100
5088,237,66,66,49,237,237,66,49,237,66,100
5089,49,80,15,72,23,37,23,15,15,15,100
5090,21,27,934,30,6,10,3,9,33,51,100
5091,85,52,9,6,24,23,37,23,9,69,100
5092,162,69,9,37,23,4,9,23,37,23,100
5093,9,286,9,37,23,23,4,9,23,37,100
5094,23,9,9,37,23,4,9,23,37,9,100
5095,4,60,60,60,60,267,39,67,80,599,100
5096,3,2,15,72,15,2,2,1932,15,3,100
